L2;1900-02-29
L146;2004-07-15
L148;1980-06-15
L150;1973-07-27
L152;2032-01-26
L154;2019-08-31
L156;1988-11-26
L158;1984-10-17
L160;2016-01-28
L162;2009-08-08
L164;2032-08-12
L166;2032-05-15
L168;2002-08-13
L170;1990-03-02
L172;2017-09-13
L174;2020-06-07
L176;1982-08-21
L178;2035-03-13
L180;1990-08-16
L182;2028-02-16
L184;1982-10-26
L186;2025-05-25
L187;2000-02-28
L188;2100-02-29
L189;2033-07-11
L190;2006-08-06
L191;1991-07-12
L192;1998-09-06
L193;2015-04-27
L194;1999-09-22
L195;1982-01-19
L196;1984-09-11
L197;2035-04-06
L198;2015-10-04
L199;1977-02-20
L200;1992-09-13
L201;2015-05-24
L202;1975-04-28
L203;2046-01-08
L204;2098-10-27
L205;2266-08-21
L206;2191-09-12
L207;1935-02-21
L208;1935-02-21
L209;2347-06-30
L210;2339-12-28
L211;2041-07-02
L212;2272-02-03
L213;1967-09-29
L214;2110-07-17
L215;2425-12-07
L216;2118-07-30
L217;2223-11-21
L218;2430-11-14
L219;2416-11-15
L220;2024-07-07
L221;2244-06-08
L222;2081-01-13
L223;2353-11-21
L224;2171-04-05
L225;2390-02-28
L226;2236-02-04
L227;2136-09-14
L228;1991-12-13
L229;2009-01-26
L230;1984-06-20
L231;2004-07-15
L232;1980-06-15
L233;1973-07-27
L234;2032-01-26
L235;2016-01-28
L236;2032-08-12
L237;2002-08-13
L238;1990-03-02
L239;2017-09-13
L240;2020-06-07
L241;1982-08-21
L242;2035-03-13
L243;1990-08-16
L244;1982-10-26
L245;2025-05-25
L246;2000-02-28
L247;2100-02-29
L248;2033-07-11
L249;1991-07-12
L250;1984-09-11
L251;1992-09-13
L252;2000-02-28
L253;2100-02-29
L254;2100-02-28
L255;2300-02-29
L256;2400-02-29
L257;2500-02-29
L258;2033-07-11
L259;2006-08-06
L260;1991-07-12
L261;2015-04-27
L262;2028-04-01
L263;2027-11-07
L264;1982-01-19
L265;2019-04-23
L266;2033-12-05
L267;1984-09-11
L268;2015-10-04
L269;2028-06-11
L270;2004-07-25
L271;1977-02-20
L272;1984-08-27
L273;1992-09-13
L274;2021-08-06
L275;1994-10-24
L276;2024-05-31
L277;2046-01-08
L278;2119-11-18
L279;2191-09-12
L280;2347-06-30
L281;2339-12-28
L282;2041-07-02
L283;2272-02-03
L284;2004-01-18
L285;1967-09-29
L286;2425-12-07
L287;2118-07-30
L288;2416-11-15
L289;2329-12-11
L290;2223-06-27
L291;2024-07-07
L292;2120-03-28
L293;2046-07-25
L294;2366-01-22
L295;2212-10-23
L296;2081-01-13
L297;2206-10-10
L298;2353-11-21
L299;2142-09-08
L300;2125-03-02
L301;2336-11-13
L302;1991-12-13
L303;2009-01-26
L304;1984-06-20
L305;2011-06-29
L306;1973-07-27
L307;2019-08-31
L308;1984-10-17
L309;2016-01-28
L310;2032-05-15
L311;2002-08-13
L312;2017-09-13
L313;2020-06-07
L314;1982-08-21
L315;2035-03-13
L316;2025-05-25
L317;2000-02-28
L318;2100-02-29
L319;2006-08-06
L320;1998-09-06
L321;1984-09-11
L322;2098-10-27
L323;2266-08-21
L324;2191-09-12
L325;1935-02-21
L326;2347-06-30
L327;2272-02-03
L328;1967-09-29
L329;2110-07-17
L330;2118-07-30
L331;2430-11-14
L332;2081-01-13
L333;2390-02-28
L334;2009-01-26
L335;2032-01-26
L336;1990-03-02
L337;2020-06-07
L338;2035-03-13
L339;1990-08-16
L340;2025-05-25
L341;2100-02-29
L342;1991-07-12
L343;1984-09-11
L344;1992-09-13
L345;2000-02-28
L346;2100-02-28
L347;2300-02-29
L348;1991-07-12
L349;1982-01-19
L350;2019-04-23
L351;2033-12-05
L352;2004-07-25
L353;1977-02-20
L354;1992-09-13
L355;2021-08-06
L356;2024-05-31
L357:D0,D0;copy
L358:D1,D1;copy
L359:D2,D2;copy
L360:D3,D3;copy
L361:D4,D4;copy
L362:D5,D5;copy
L363:D6,D6;copy
L364:D7,D7;copy
L365:D8,D8;copy
L366:D9,D9;copy
L367:D10,D10;copy
L368:D11,D11;copy
L369:D12,D12;copy
L370:D13,D13;copy
L371:D14,D14;copy
L372:D15,D15;copy
L373:D16,D16;copy
L374:D17,D17;copy
L375:D18,D18;copy
L376:D19,D19;copy
L377:D20,D20;copy
L378:D21,D21;copy
L379:D22,D22;copy
L380:D23,D23;copy
L381:D24,D24;copy
L382:D25,D25;copy
L383:D26,D26;copy
L384:D27,D27;copy
L385:D28,D28;copy
L386:D29,D29;copy
L387:D30,D30;copy
L388:D31,D31;copy
L389:D32,D32;copy
L390:D33,D33;copy
L391:D34,D34;copy
L392:D35,D35;copy
L393:D36,D36;copy
L394:D37,D37;copy
L395:D38,D38;copy
L396:D39,D39;copy
L397:D40,D40;copy
L398:D41,D41;copy
L399:D42,D42;copy
L400:D43,D43;copy
L401:D44,D44;copy
L402:D45,D45;copy
L403:D46,D46;copy
L404:D47,D47;copy
L405:D48,D48;copy
L406:D49,D49;copy
L407:D50,D50;copy
L408:D51,D51;copy
L409:D52,D52;copy
L410:D53,D53;copy
L411:D54,D54;copy
L412:D55,D55;copy
L413:D56,D56;copy
L414:D57,D57;copy
L415:D58,D58;copy
L416:D59,D59;copy
L417:D60,D60;copy
L418:D61,D61;copy
L419:D62,D62;copy
L420:D63,D63;copy
L421:D64,D64;copy
L422:D65,D65;copy
L423:D66,D66;copy
L424:D67,D67;copy
L425:D68,D68;copy
L426:D69,D69;copy
L427:D70,D70;copy
L428:D71,D71;copy
L429:D72,D72;copy
L430:D73,D73;copy
L431:D74,D74;copy
L432:D75,D75;copy
L433:D76,D76;copy
L434:D77,D77;copy
L435:D78,D78;copy
L436:D79,D79;copy
L437:D80,D80;copy
L438:D81,D81;copy
L439:D82,D82;copy
L440:D83,D83;copy
L441:D84,D84;copy
L442:D85,D85;copy
L443:D86,D86;copy
L444:D87,D87;copy
L445:D88,D88;copy
L446:D89,D89;copy
L447:D90,D90;copy
L448:D91,D91;copy
L449:D92,D92;copy
L450:D93,D93;copy
L451:D94,D94;copy
L452:D95,D95;copy
L453:D96,D96;copy
L454:D97,D97;copy
L455:D98,D98;copy
L456:D99,D99;copy
L457:D100,D100;copy
L458:D101,D101;copy
L459:D102,D102;copy
L460:D103,D103;copy
L461:D104,D104;copy
L462:D105,D105;copy
L463:D106,D106;copy
L464:D107,D107;copy
L465:D108,D108;copy
L466:D109,D109;copy
L467:D110,D110;copy
L468:D111,D111;copy
L469:D112,D112;copy
L470:D113,D113;copy
L471:D114,D114;copy
L472:D115,D115;copy
L473:D116,D116;copy
L474:D117,D117;copy
L475:D118,D118;copy
L476:D119,D119;copy
L477:D120,D120;copy
L478:D121,D121;copy
L479:D122,D122;copy
L480:D123,D123;copy
L481:D124,D124;copy
L482:D125,D125;copy
L483:D126,D126;copy
L484:D127,D127;copy
L485:D128,D128;copy
L486:D129,D129;copy
L487:D130,D130;copy
L488:D131,D131;copy
L489:D132,D132;copy
L490:D133,D133;copy
L491:D134,D134;copy
L492:D135,D135;copy
L493:D136,D136;copy
L494:D137,D137;copy
L495:D138,D138;copy
L496:D139,D139;copy
L497:D140,D140;copy
L498:D141,D141;copy
L499:D142,D142;copy
L500:D143,D143;copy
L501:D144,D144;copy
L502:D145,D145;copy
L503:D146,D146;copy
L504:D147,D147;copy
L505:D148,D148;copy
L506:D149,D149;copy
L507:D150,D150;copy
L508:D151,D151;copy
L509:D152,D152;copy
L510:D153,D153;copy
L511:D154,D154;copy
L512:D155,D155;copy
L513:D156,D156;copy
L514:D157,D157;copy
L515:D158,D158;copy
L516:D159,D159;copy
L517:D160,D160;copy
L518:D161,D161;copy
L519:D162,D162;copy
L520:D163,D163;copy
L521:D164,D164;copy
L522:D165,D165;copy
L523:D166,D166;copy
L524:D167,D167;copy
L525:D168,D168;copy
L526:D169,D169;copy
L527:D170,D170;copy
L528:D171,D171;copy
L529:D172,D172;copy
L530:D173,D173;copy
L531:D174,D174;copy
L532:D175,D175;copy
L533:D176,D176;copy
L534:D177,D177;copy
L535:D178,D178;copy
L536:D179,D179;copy
L537:D180,D180;copy
L538:D181,D181;copy
L539:D182,D182;copy
L540:D183,D183;copy
L541:D184,D184;copy
L542:D185,D185;copy
L543:D186,D186;copy
L544:D187,D187;copy
L545:D188,D188;copy
L546:D189,D189;copy
L547:D190,D190;copy
L548:D191,D191;copy
L549:D192,D192;copy
L550:D193,D193;copy
L551:D194,D194;copy
L552:D195,D195;copy
L553:D196,D196;copy
L554:D197,D197;copy
L555:D198,D198;copy
L556:D199,D199;copy
L557:D87,D135;copy
L558:D196,D200;copy
L559:D94,D197;copy
L560:D162,D148;copy
L561:D134,D133;copy
L562:D169,D153;copy
L563:D149,D99;copy
L564:D141,D31;copy
L565:D5,D233;copy
L566:D113,D254;copy
L567:D152,D254;copy
L568:D124,D54;copy
L569:D263,D79;copy
L570:D57,D278;copy
L571:D139,D98;copy
L572:D53,D5;copy
L573:D27,D165;copy
L574:D204,D229;copy
L575:D146,D262;copy
L576:D14,D61;copy
L577:D260,D18;copy
L578:D5,D99;copy
L579:D6,D172;copy
L580:D123,D240;copy
L581:D112,D88;copy
L582:D101,D53;copy
L583:D127,D87;copy
L584:D229,D26;copy
L585:D167,D259;copy
L586:D271,D271;copy
L587:D133,D110;copy
L588:D41,D106;copy
L589:D88,D192;copy
L590:D248,D194;copy
L591:D209,D113;copy
L592:D3,D257;copy
L593:D124,D126;copy
L594:D221,D167;copy
L595:D19,D178;copy
L596:D235,D80;1
L597:D235;30
L598:D235,D186;1
L599:D235;6
L600:D55,D160;1
L601:D55,D109;40317
L602:D146;2171-04-08
L603:D146;2171
L604:D146,D161;1
L605:D146;monday
L606:D146;8
L607:D184;2028-04-01
L608:D244;87651
L609:D244,D158;1
L610:D244,D116;1
L611:D87;2266-08-22
L612:D87;31
L613:D102,D217;copy
L614:D102;2020-10-07
L615:D102;2020
L616:D251;2111-05-17
L617:D251,D213;copy
L618:D161;2017-09-15
L619:D161;2017-04-15
L620:D161,D83;0
L621:D161,D181;0
L622:D161,D194;0
L623:D129;1935-03-21
L624:D129,D214;0
L625:D129;3
L626:D129;3
L627:D147;2390-02-28
L628:D147;2390-02-28
L629:D132;2340-01-28
L630:D132;28
L631:D132,D190;0
L632:D132,D215;107205
L633:D132;2340-01-28
L634:D48;2340-01-28
L635:D48,D241;copy
L636:D48;tuesday
L637:D48;2340-01-28
L638:D184;2028-04-02
L639:D184,D171;1
L640:D184;april
L641:D184,D223;1
L642:D238;5
L643:D238,D198;1
L644:D238,D167;0
L645:D238;saturday
L646:D216;2366-02-22
L647:D216;2367-02-22
L648:D216;5
L649:D123;2015-05-28
L650:D123,D238;1
L651:D165;1977-02-20
L652:D163;1982-08-20
L653:D163;1982-09-20
L654:D163;45245
L655:D163,D210;1
L656:D163;7
L657:D270;1995-07-12
L658:D270,D59;0
L659:D270;49923
L660:D180;2030-07-11
L661:D180;2030-07-12
L662:D180,D107;0
L663:D180,D127;0
L664:D180,D57;0
L665:D206;saturday
L666:D206;2004
L667:D148;2020-06-11
L668:D148;2020
L669:D27;1977-12-20
L670:D27;1977-12-15
L671:D27,D222;1
L672:D27,D179;-190736
L673:D173;1992-09-20
L674:D173;1992-09-19
L675:D173;friday
L676:D138;2118-08-30
L677:D138,D142;0
L678:D138;30
L679:D110;2272-02-04
L680:D110;2272-02-13
L681:D110;150948
L682:D110,D85;0
L683:D152;1984-06-15
L684:D152;1984-06-15
L685:D236;45215
L686:D236;1982-08-21
L687:D236,D165;0
L688:D236;45215
L689:D269;161191
L690:D269,D264;112729
L691:D269,D179;1
L692:D269,D137;1
L693:D162,D141;0
L694:D162;2020-06-07
L695:D21;1984-09-10
L696:D21;7
L697:D21,D197;-37
L698:D21,D61;0
L699:D21,D45;1
L700:D53;2017-09-14
L701:D53,D131;0
L702:D53,D82;-64270
L703:D53;58023
L704:D109;2001-02-28
L705:D109;2
L706:D219,D150;0
L707:D219,D202;0
L708:D219;127081
L709:D219;2206-10-10
L710:D84;1991-12-12
L711:D84,D130;copy
L712:D84;1991-12-12
L713:D84,D188;0
L714:D84;48615
L715:D179;2501-02-28
L716:D179;2501-02-28
L717:D179,D198;0
L718:D118;1984-09-08
L719:D118;1984
L720:D190;2015-10-06
L721:D190;2015-10-06
L722:D190;2015
L723:D190;31
L724:D190;57314
L725:D190,D68;1
L726:D58;2118-08-08
L727:D58;2118-08-08
L728:D58;august
L729:D58;94876
L730:D58;2118-08-08
L731:D58,D169;6735
L732:D251;may
L733:D251;7
L734:D238;2025-05-26
L735:D248,D143;1
L736:D248;3
L737:D248;june
L738:D248;6
L739:D222;2125-02-20
L740:D222;2
L741:D222;2125-02-20
L742:D222;february
L743:D222,D156;0
L744:D237,D103;copy
L745:D237,D130;15797
L746:D237;2035
L747:D237;31
L748:D237,D251;0
L749:D116,D99;copy
L750:D116;1999-10-22
L751:D116;1999
L752:D116,D121;0
L753:D116;october
L754:D116,D151;0
L755:D152;1985-03-15
L756:D152;1985-03-16
L757:D152;3
L758:D102;2020-11-07
L759:D102,D131;copy
L760:D102;november
L761:D238;2025-05-26
L762:D143;2244-07-08
L763:D143;2245-07-08
L764:D143,D182;1
L765:D143;3
L766:D143,D27;0
L767:D168;2000-02-29
L768:D168;2000-02-21
L769:D168;2
L770:D168;29
L771:D103;2036-03-13
L772:D205;2272-07-03
L773:D205,D255;0
L774:D205;7
L775:D199;2046-01-07
L776:D199;68365
L777:D199;7
L778:D199;january
L779:D199,D142;0
L780:D169,D199;copy
L781:D169;2100-02-20
L782:D169,D15;1
L783:D169;88132
L784:D169,D27;0
L785:D142;2024-07-06
L786:D142,D175;1
L787:D142;2024
L788:D142;2024-07-06
L789:D142;7
L790:D177;2300-03-29
L791:D177;2300
L792:D177,D219;0
L793:D177;2300-03-29
L794:D177,D184;99344
L795:D173;1993-09-19
L796:D247,D192;0
L797:D247;1935-02-21
L798:D191;2028-06-12
L799:D191;2028-06-04
L800:D191;61939
L801:D191;6
L802:D191,D172;1
L803:D165;1978-02-20
L804:D165,D122;1
L805:D165;1978-02-20
L806:D165,D164;-20840
L807:D191;2029-06-04
L808:D191,D133;0
L809:D191;30
L810:D191;june
L811:D191,D250;1
L812:D119,D52;0
L813:D119;thursday
L814:D119;4
L815:D119,D78;1
L816:D11;2006-09-06
L817:D11,D159;copy
L818:D11;6
L819:D11;53997
L820:D63,D139;copy
L821:D63;2223-06-28
L822:D63;30
L823:D63;133186
L824:D63,D115;76034
L825:D113;2110-07-30
L826:D113;wednesday
L827:D11,D54;0
L828:D11;30
L829:D14;30
L830:D14;2015
L831:D8;29
L832:D224;1991-12-15
L833:D224;december
L834:D224;6
L835:D224;saturday
L836:D224,D41;0
L837:D104;2035-03-14
L838:D104;2035-03-07
L839:D104,D142;1
L840:D111;2033-07-10
L841:D111;2033
L842:D111,D159;1
L843:D111;7
L844:D103;2044-03-13
L845:D103;3
L846:D103,D162;1
L847:D113;3
L848:D113;july
L849:D113;91945
L850:D161;2017-05-15
L851:D161;2017-11-15
L852:D161;2017-11-15
L853:D276,D65;1
L854:D54;1977-04-28
L855:D54,D242;1
L856:D54;1977-04-28
L857:D54;april
L858:D54,D192;0
L859:D184;2028-04-01
L860:D184;2028-05-01
L861:D101,D187;0
L862:D101,D193;0
L863:D101;tuesday
L864:D151;2010-01-26
L865:D151;2010-01-26
L866:D151;26
L867:D126;1975-04-27
L868:D126;1975-04-27
L869:D126,D102;0
L870:D29;1992-09-23
L871:D29,D89;0
L872:D29;30
L873:D29;48901
L874:D29;23
L875:D147;2389-09-28
L876:D147;2389-09-28
L877:D223;2336-11-14
L878:D223;2336-11-20
L879:D223;2336-11-20
L880:D223;20
L881:D223,D86;0
L882:D116;1999-10-21
L883:D116,D53;copy
L884:D116,D108;1
L885:D194;2345-06-30
L886:D194;2346-06-30
L887:D153;2100-02-20
L888:D153,D117;copy
L889:D264;1991
L890:D264;48462
L891:D264;july
L892:D160;1990-04-02
L893:D160;sunday
L894:D160;4
L895:D139,D253;1
L896:D139,D197;0
L897:D245,D153;60814
L898:D245;8
L899:D245;31
L900:D109;february
L901:D215;2055-07-25
L902:D215;2055-07-26
L903:D215;2055
L904:D215,D129;1
L905:D206;53035
L906:D100;1990-04-02
L907:D100;7
L908:D100,D123;-9187
L909:D100;47996
L910:D100;april
L911:D182;7
L912:D251;2111-05-18
L913:D251;2111-05-14
L914:D251;thursday
L915:D251;31
L916:D251,D277;0
L917:D134;2272-02-02
L918:D134;150937
L919:D134,D133;-1
L920:D134;150937
L921:D243;1984-05-11
L922:D182,D113;1
L923:D182,D107;3181
L924:D182,D234;0
L925:D167;2142-09-07
L926:D167,D126;0
L927:D167,D17;1
L928:D167;2142
L929:D235;2020-06-16
L930:D235;2020-06-15
L931:D235,D219;1
L932:D235;7
L933:D28,D193;copy
L934:D28;7
L935:D28;1984
L936:D28,D33;1
L937:D28,D86;0
L938:D163;7
L939:D163,D124;0
L940:D163,D180;1
L941:D153;2100-02-20
L942:D153;20
L943:D153,D199;1
L944:D153;88132
L945:D29;1992-09-23
L946:D29,D252;0
L947:D29,D154;1
L948:D29,D178;0
L949:D181;2006-08-07
L950:D181;31
L951:D181;august
L952:D181,D154;1
L953:D181;2006
L954:D75;2353-11-20
L955:D75;180814
L956:D75;30
L957:D273;2040-12-05
L958:D273;2041-01-05
L959:D273,D230;0
L960:D44;1936-02-21
L961:D44;29
L962:D44;1936
L963:D61;2012-04-27
L964:D61,D121;1
L965:D61,D158;0
L966:D61,D46;-122422
L967:D150;1991-12-13
L968:D150;1992-12-13
L969:D150,D153;0
L970:D39;12
L971:D151;2010-02-26
L972:D151,D142;1
L973:D151;26
L974:D226,D32;copy
L975:D216;185656
L976:D24,D94;-5391
L977:D207;september
L978:D207;thursday
L979:D154;1980-06-22
L980:D154;1987-06-22
L981:D154,D149;0
L982:D154;1987-06-22
L983:D154;46981
L984:D164;2035-03-14
L985:D164,D40;1
L986:D164,D194;0
L987:D183;27
L988:D183;30
L989:D183,D89;1
L990:D99;1999-09-21
L991:D99;1999-09-22
L992:D99;1999-09-22
L993:D99;30
L994:D99;9
L995:D99,D187;0
L996:D244;2098-10-20
L997:D244;7
L998:D68;2366-01-23
L999:D68,D240;128082
L1000:D68;tuesday
L1001:D68;2
L1002:D68;31
L1003:D107;1982-10-22
L1004:D54;1977-04-23
L1005:D54,D191;0
L1006:D54,D191;1
L1007:D54;1977
L1008:D54;1977-04-23
L1009:D171;1991-07-13
L1010:D171;1991-07-13
L1011:D171;friday
L1012:D171;13
L1013:D174;51615
L1014:D174;51615
L1015:D174,D203;1
L1016:D106;18
L1017:D106;2119
L1018:D106;95343
L1019:D106,D247;1
L1020:D242;1999-09-06
L1021:D242;6
L1022:D134;6
L1023:D174;2000-02-29
L1024:D174;1993-02-28
L1025:D174,D271;1
L1026:D174;1993-02-28
L1027:D240;2015-05-20
L1028:D240,D180;copy
L1029:D240;may
L1030:D240,D186;1
L1031:D240;5
L1032:D240;tuesday
L1033:D167;2147-09-07
L1034:D167;2147
L1035:D163;9
L1036:D163,D272;1
L1037:D163,D128;1
L1038:D163;september
L1039:D171;1991-07-14
L1040:D29;1982-09-23
L1041:D152;1985-03-15
L1042:D152;1985-03-05
L1043:D152;monday
L1044:D152,D146;0
L1045:D152;1
L1046:D48,D129;copy
L1047:D48;2340-04-28
L1048:D48;28
L1049:D48,D113;1
L1050:D48;april
L1051:D10;7
L1052:D10;63802
L1053:D10;2033
L1054:D250,D213;-52461
L1055:D250;30
L1056:D250;29
L1057:D250;9
L1058:D211;2329-12-12
L1059:D211;2329-05-12
L1060:D123;2013-05-28
L1061:D123;2013-05-27
L1062:D123;may
L1063:D123;31
L1064:D141;2416-11-14
L1065:D141;wednesday
L1066:D141;11
L1067:D141,D215;1
L1068:D116;1999-10-20
L1069:D116;1991-10-20
L1070:D116,D163;1
L1071:D116;1991-10-20
L1072:D255;2390-02-28
L1073:D253;2431-11-14
L1074:D253;2431-11-13
L1075:D253,D263;0
L1076:D253;30
L1077:D253,D24;168684
L1078:D266;1992-09-14
L1079:D266,D149;1
L1080:D88;2006-08-05
L1081:D88;2006-08-06
L1082:D88;2006-08-06
L1083:D88,D155;0
L1084:D120;2015-11-04
L1085:D120;november
L1086:D120,D227;0
L1087:D252;2118-07-30
L1088:D252;2118
L1089:D252;saturday
L1090:D269;2300-02-28
L1091:D269;thursday
L1092:D269;161190
L1093:D269,D154;1
L1094:D269;february
L1095:D187;2019-05-23
L1096:D187;wednesday
L1097:D164,D15;1
L1098:D164,D184;0
L1099:D164;2
L1100:D121;43207
L1101:D134;2272-01-29
L1102:D134,D214;copy
L1103:D134;150933
L1104:D160;1982-04-02
L1105:D160,D214;0
L1106:D160;april
L1107:D109;2001-02-28
L1108:D109,D53;1
L1109:D109,D146;-62131
L1110:D84,D43;copy
L1111:D84;wednesday
L1112:D84;31
L1113:D84,D160;0
L1114:D84;1991-12-12
L1115:D141;2416-05-14
L1116:D141;2416-05-04
L1117:D141;4
L1118:D149;2136-09-20
L1119:D149;thursday
L1120:D149;101494
L1121:D149;30
L1122:D149;2136-09-20
L1123:D49;2038-07-02
L1124:D49;2038-06-28
L1125:D49;2038-06-28
L1126:D49;30
L1127:D108;2025-05-16
L1128:D108;31
L1129:D108;60824
L1130:D108,D99;0
L1131:D75;2353-11-21
L1132:D75;2353-11-20
L1133:D75,D54;0
L1134:D75;20
L1135:D195;1993-09-13
L1136:D195;1993-10-13
L1137:D195;1993-10-13
L1138:D195;october
L1139:D195;tuesday
L1140:D157;2015-10-28
L1141:D157;2025-10-28
L1142:D138;2118-08-31
L1143:D138;august
L1144:D138,D169;1
L1145:D138,D187;0
L1146:D138;2118-08-31
L1147:D152;1985-02-23
L1148:D152;23
L1149:D152,D201;0
L1150:D152;february
L1151:D152;46132
L1152:D179;2491-02-28
L1153:D179;28
L1154:D179,D235;1
L1155:D137;2425-12-08
L1156:D137,D217;0
L1157:D137;2425-12-08
L1158:D137,D65;1
L1159:D137,D247;1
L1160:D174;1992-08-28
L1161:D174,D212;1
L1162:D174;48875
L1163:D233;2200-03-01
L1164:D206;1995-01-18
L1165:D206;tuesday
L1166:D78,D244;0
L1167:D78;6
L1168:D78;103673
L1169:D78;2142-09-08
L1170:D63;2223-06-28
L1171:D63,D34;1
L1172:D100;1982-04-02
L1173:D100,D16;copy
L1174:D100;thursday
L1175:D134;2273-01-29
L1176:D134;2273-02-28
L1177:D134;february
L1178:D134;saturday
L1179:D134;151329
L1180:D235;2020-06-14
L1181:D235,D138;copy
L1182:D235;30
L1183:D235;2020
L1184:D235;saturday
L1185:D186;1982-02-19
L1186:D186;1972-02-19
L1187:D186,D143;1
L1188:D186;1972-02-19
L1189:D74;december
L1190:D74;113629
L1191:D74;31
L1192:D74,D122;0
L1193:D171,D60;copy
L1194:D171;1991-10-14
L1195:D171;7
L1196:D171;1991-10-14
L1197:D171,D196;-10889
L1198:D171;10
L1199:D159;2006-09-07
L1200:D159;september
L1201:D268;2100-02-28
L1202:D106,D134;copy
L1203:D162;june
L1204:D162;2020-06-07
L1205:D252;saturday
L1206:D252;6
L1207:D194;2339-06-30
L1208:D194;6
L1209:D194;175557
L1210:D194;2339-06-30
L1211:D184;2028-05-03
L1212:D184,D177;0
L1213:D184;2028
L1214:D184,D246;0
L1215:D184,D29;0
L1216:D36;2098-10-28
L1217:D36;2098-11-07
L1218:D36,D191;0
L1219:D51;2265-02-03
L1220:D51;2265-02-03
L1221:D51;148382
L1222:D51,D88;1
L1223:D116;20
L1224:D19,D164;copy
L1225:D19;2021-04-23
L1226:D19;2021-04-23
L1227:D19;23
L1228:D19,D80;-37934
L1229:D19,D133;1
L1230:D144;2081-01-13
L1231:D144;2082-01-13
L1232:D144,D38;0
L1233:D144;81520
L1234:D159;2006-09-14
L1235:D159;2006-10-14
L1236:D159;2006
L1237:D159;5
L1238:D159;54035
L1239:D247;1928-02-21
L1240:D247;1928
L1241:D55;2100-07-17
L1242:D55;2100-07-17
L1243:D1,D136;1
L1244:D1,D122;0
L1245:D1;29
L1246:D1,D109;0
L1247:D127,D219;1
L1248:D127;148946
L1249:D127,D127;1
L1250:D127;2266
L1251:D194;2339-06-29
L1252:D194;2340-06-29
L1253:D194;2340
L1254:D187;2019-06-23
L1255:D187;2018-10-23
L1256:D187;58427
L1257:D187,D38;1
L1258:D187;monday
L1259:D218,D143;copy
L1260:D218;2081-01-15
L1261:D218;2081
L1262:D218,D237;1
L1263:D218,D215;1
L1264:D218;2081-01-15
L1265:D276;1997-09-13
L1266:D276;9
L1267:D276,D49;0
L1268:D276,D230;1
L1269:D107;22
L1270:D107,D117;0
L1271:D215;7
L1272:D215;71852
L1273:D215;2055-07-26
L1274:D215,D124;0
L1275:D211,D172;0
L1276:D211,D198;111382
L1277:D211,D69;1
L1278:D211,D190;0
L1279:D212;2223-06-29
L1280:D212;2223-07-04
L1281:D212,D226;0
L1282:D212,D190;0
L1283:D212;saturday
L1284:D181;2006-08-08
L1285:D181;2006-08-08
L1286:D181;2006-08-08
L1287:D221;2142-09-07
L1288:D221;9
L1289:D113;2110-07-29
L1290:D113,D117;0
L1291:D125;2046-02-08
L1292:D125;2047-02-08
L1293:D125;28
L1294:D277;2021-07-28
L1295:D277,D218;0
L1296:D277;2021-07-28
L1297:D166,D115;1
L1298:D166;october
L1299:D82;2193-09-04
